X-move,9,
Percentage Correctly Predicted,Model_20,Model_40,Model_80,Model_10_10,Model_10_20,Model_10_40,Model_20_10,Model_20_20,
,13.0199995,14.679999,16.35,11.65,11.01,11.940001,13.2,12.540001,
