X-move,2,
Percentage Correctly Predicted,Model_20,Model_40,Model_80,Model_10_10,Model_10_20,Model_10_40,Model_20_10,Model_20_20,
,86.32,86.5,87.01,86.1,86.67,86.36,86.07,87.07,
