X-move,5,
Percentage Correctly Predicted,Model_20,Model_40,Model_80,Model_10_10,Model_10_20,Model_10_40,Model_20_10,Model_20_20,
,35.460003,43.41,50.340004,26.570002,25.52,27.1,33.25,34.22,
