X-move,6,
Percentage Correctly Predicted,Model_20,Model_40,Model_80,Model_10_10,Model_10_20,Model_10_40,Model_20_10,Model_20_20,
,25.52,31.830002,36.379997,19.130001,18.61,20.82,23.94,24.48,
