X-move,4,
Percentage Correctly Predicted,Model_20,Model_40,Model_80,Model_10_10,Model_10_20,Model_10_40,Model_20_10,Model_20_20,
,52.87,61.23,68.57,38.350002,39.03,40.69,51.510002,52.51,
