X-move,8,
Percentage Correctly Predicted,Model_20,Model_40,Model_80,Model_10_10,Model_10_20,Model_10_40,Model_20_10,Model_20_20,
,16.09,18.43,19.859999,12.97,12.540001,13.68,15.16,14.669999,
