X-move,3,
Percentage Correctly Predicted,Model_20,Model_40,Model_80,Model_10_10,Model_10_20,Model_10_40,Model_20_10,Model_20_20,
,74.27,80.33,83.240005,64.950005,66.79,69.18,75.57,75.950005,
